epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,28186.9,0.49236,0.81852,1.02962,0.81443,0.77821,0.83199,0.7693,0.3791,0.73478,0.75543,0.0028225,0.0028225,0.0028225
31,28928.6,0.37535,0.67551,0.97459,0.80313,0.81419,0.8424,0.78365,0.37247,0.69893,0.74731,0.002575,0.002575,0.002575
32,29688.8,0.37017,0.64419,0.97564,0.81267,0.80583,0.84362,0.78223,0.37998,0.71517,0.75271,0.0023275,0.0023275,0.0023275
33,30447.3,0.35394,0.61886,0.96654,0.82417,0.80831,0.84973,0.79369,0.37149,0.69734,0.74538,0.00208,0.00208,0.00208
34,31194.3,0.34411,0.58806,0.95881,0.84502,0.81073,0.85587,0.7979,0.37082,0.68998,0.74189,0.0018325,0.0018325,0.0018325
35,31949.6,0.34003,0.5709,0.95623,0.83823,0.83183,0.86146,0.81053,0.33895,0.6361,0.71717,0.001585,0.001585,0.001585
36,32759.9,0.32919,0.552,0.95073,0.83628,0.82909,0.86231,0.81218,0.33212,0.63817,0.71146,0.0013375,0.0013375,0.0013375
37,33582.7,0.32295,0.53701,0.95062,0.85452,0.81958,0.86357,0.81565,0.33072,0.63342,0.71034,0.00109,0.00109,0.00109
38,34405.1,0.31877,0.51852,0.94651,0.85021,0.82942,0.86577,0.81541,0.34115,0.64673,0.72063,0.0008425,0.0008425,0.0008425
39,35200.7,0.31187,0.49795,0.94473,0.85832,0.8312,0.86731,0.81786,0.33542,0.63729,0.7156,0.000595,0.000595,0.000595
40,35994.9,0.30729,0.48906,0.94006,0.85994,0.8332,0.8701,0.82264,0.32626,0.62047,0.70778,0.0003475,0.0003475,0.0003475
