epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,3443.27,0.73635,0.92913,1.04639,0.79466,0.74065,0.78751,0.66001,0.5899,0.63053,1.02004,0.007624,0.007624,0.007624
26,3588.26,0.7329,0.91964,1.046,0.79726,0.72662,0.78133,0.65161,0.60554,0.63473,1.02334,0.007525,0.007525,0.007525
27,3735.58,0.73582,0.91371,1.04611,0.79624,0.74962,0.79052,0.66453,0.58619,0.61821,1.01639,0.007426,0.007426,0.007426
28,3889.94,0.72921,0.90366,1.04324,0.80544,0.73338,0.78937,0.66624,0.5843,0.6098,1.01604,0.007327,0.007327,0.007327
29,4049.4,0.72863,0.90757,1.04364,0.81083,0.73394,0.79322,0.66771,0.58082,0.61126,1.01539,0.007228,0.007228,0.007228
30,4193.74,0.72873,0.90884,1.04413,0.80859,0.74843,0.79872,0.67484,0.58054,0.58809,1.01612,0.007129,0.007129,0.007129
31,4327.82,0.7168,0.8973,1.03934,0.80855,0.74088,0.79654,0.6717,0.57898,0.59965,1.01565,0.00703,0.00703,0.00703
32,4458.43,0.7203,0.88695,1.04231,0.83084,0.744,0.80193,0.68034,0.57181,0.57572,1.01201,0.006931,0.006931,0.006931
33,4588.92,0.71566,0.89477,1.04028,0.82956,0.74546,0.80185,0.67904,0.57812,0.5826,1.014,0.006832,0.006832,0.006832
34,4718.93,0.71358,0.8788,1.03835,0.84266,0.74046,0.80618,0.6821,0.57494,0.57252,1.01375,0.006733,0.006733,0.006733
35,4856.76,0.71428,0.87933,1.03954,0.83177,0.74838,0.80796,0.68162,0.57504,0.57122,1.01393,0.006634,0.006634,0.006634
36,5010.59,0.70858,0.87121,1.03664,0.83379,0.75172,0.81014,0.68808,0.56598,0.56249,1.01048,0.006535,0.006535,0.006535
37,5210.66,0.707,0.86551,1.03549,0.83286,0.74933,0.81002,0.68972,0.56345,0.55265,1.00894,0.006436,0.006436,0.006436
38,5451.34,0.70749,0.86399,1.03629,0.83312,0.75004,0.81253,0.69345,0.56079,0.55222,1.00535,0.006337,0.006337,0.006337
39,5702.94,0.7051,0.85729,1.03504,0.82857,0.76138,0.81205,0.6921,0.56115,0.55648,1.00609,0.006238,0.006238,0.006238
40,5970.61,0.6999,0.84956,1.03076,0.83113,0.75994,0.8142,0.69496,0.56096,0.54659,1.00692,0.006139,0.006139,0.006139
41,6232.38,0.70541,0.85057,1.03403,0.83975,0.75494,0.81359,0.69419,0.55887,0.54593,1.00541,0.00604,0.00604,0.00604
42,6501.46,0.69948,0.84499,1.0315,0.84212,0.7488,0.81571,0.69707,0.55588,0.54118,1.00403,0.005941,0.005941,0.005941
43,6765.56,0.70011,0.84248,1.03228,0.84146,0.75461,0.81685,0.69919,0.55545,0.53357,1.00393,0.005842,0.005842,0.005842
44,7051.92,0.69861,0.84135,1.03158,0.83793,0.75751,0.81734,0.70059,0.55396,0.5303,1.00284,0.005743,0.005743,0.005743
45,7397.21,0.69645,0.83073,1.03098,0.8401,0.76096,0.81969,0.70244,0.5525,0.52584,1.00275,0.005644,0.005644,0.005644
46,7551.34,0.69268,0.83504,1.02983,0.84142,0.76029,0.82097,0.70367,0.5493,0.52481,1.00167,0.005545,0.005545,0.005545
47,7684.44,0.69555,0.82408,1.03132,0.84272,0.75849,0.82073,0.70488,0.54706,0.52355,1.00038,0.005446,0.005446,0.005446
48,7815.73,0.69333,0.82158,1.02977,0.84438,0.75973,0.82227,0.7068,0.54563,0.51998,0.99947,0.005347,0.005347,0.005347
49,7946.82,0.68843,0.81587,1.0262,0.84499,0.76276,0.82381,0.70876,0.54492,0.5161,0.99914,0.005248,0.005248,0.005248
50,8073.74,0.68658,0.80932,1.02642,0.84607,0.76525,0.8238,0.70845,0.5442,0.51379,0.99878,0.005149,0.005149,0.005149
51,8202.6,0.68275,0.80767,1.02648,0.85119,0.76448,0.82521,0.70956,0.5434,0.51233,0.99756,0.00505,0.00505,0.00505
52,8331.46,0.68612,0.81005,1.02744,0.8524,0.76323,0.82585,0.71041,0.54321,0.51163,0.99707,0.004951,0.004951,0.004951
53,8461.79,0.6804,0.80835,1.02598,0.84845,0.76813,0.82615,0.71122,0.54195,0.51148,0.99628,0.004852,0.004852,0.004852
54,8595.12,0.68341,0.80235,1.02574,0.85037,0.76745,0.82672,0.71211,0.54051,0.51074,0.99516,0.004753,0.004753,0.004753
55,8727.13,0.68058,0.79604,1.02411,0.85189,0.7682,0.82743,0.71249,0.53946,0.50958,0.99435,0.004654,0.004654,0.004654
56,8857.9,0.67598,0.79014,1.02337,0.8474,0.77036,0.82763,0.71297,0.53799,0.509,0.9932,0.004555,0.004555,0.004555
57,8989.1,0.67265,0.78602,1.02291,0.84958,0.76983,0.82835,0.7139,0.53752,0.50808,0.99308,0.004456,0.004456,0.004456
58,9118.84,0.67319,0.78983,1.02126,0.84836,0.77138,0.82929,0.7143,0.53672,0.50668,0.99282,0.004357,0.004357,0.004357
59,9250.72,0.66936,0.77499,1.01964,0.84744,0.77203,0.82949,0.71557,0.53556,0.50524,0.99227,0.004258,0.004258,0.004258
60,9385.7,0.66813,0.77875,1.02027,0.85349,0.76759,0.82974,0.71604,0.53525,0.50317,0.99208,0.004159,0.004159,0.004159
61,9520.44,0.66983,0.77453,1.02097,0.85253,0.76891,0.82998,0.71651,0.53501,0.50223,0.99191,0.00406,0.00406,0.00406
62,9649.23,0.66363,0.76802,1.01828,0.8441,0.77583,0.83014,0.71667,0.53473,0.50135,0.9919,0.003961,0.003961,0.003961
63,9778.31,0.66136,0.76557,1.01985,0.84408,0.77637,0.83073,0.71697,0.53441,0.49993,0.99188,0.003862,0.003862,0.003862
64,9900.96,0.66051,0.76738,1.0179,0.84344,0.77684,0.83109,0.7176,0.53366,0.49848,0.99165,0.003763,0.003763,0.003763
65,10013.5,0.66519,0.76639,1.02063,0.84876,0.77388,0.83124,0.71826,0.53325,0.49781,0.99138,0.003664,0.003664,0.003664
66,10139,0.66211,0.74928,1.01699,0.84988,0.77299,0.83106,0.71817,0.53268,0.49685,0.9911,0.003565,0.003565,0.003565
67,10267.9,0.66013,0.75949,1.01862,0.8514,0.77293,0.83158,0.71903,0.5323,0.49566,0.99079,0.003466,0.003466,0.003466
68,10395,0.657,0.7499,1.01711,0.85249,0.77068,0.83167,0.719,0.53191,0.49437,0.99058,0.003367,0.003367,0.003367
69,10518.7,0.65263,0.74878,1.01299,0.8512,0.77275,0.83182,0.71966,0.53153,0.49316,0.99041,0.003268,0.003268,0.003268
70,10643.7,0.65287,0.73766,1.01256,0.85167,0.77253,0.83206,0.72024,0.531,0.4921,0.9901,0.003169,0.003169,0.003169
71,10768.8,0.65674,0.74515,1.01643,0.85207,0.77306,0.83236,0.72106,0.53026,0.4909,0.98962,0.00307,0.00307,0.00307
72,10887.1,0.65191,0.73899,1.0148,0.8522,0.77401,0.83288,0.72162,0.52971,0.48967,0.9893,0.002971,0.002971,0.002971
73,11007.2,0.64411,0.72875,1.01099,0.85308,0.77355,0.83337,0.72206,0.52924,0.48873,0.98901,0.002872,0.002872,0.002872
74,11127.3,0.64628,0.73369,1.01366,0.85447,0.77423,0.83388,0.72277,0.52875,0.4878,0.98867,0.002773,0.002773,0.002773
75,11247.6,0.64682,0.73133,1.01394,0.85545,0.77397,0.83454,0.72314,0.5283,0.48726,0.98833,0.002674,0.002674,0.002674
76,11364.1,0.63938,0.72289,1.01088,0.8568,0.77457,0.83501,0.72372,0.52778,0.48625,0.98801,0.002575,0.002575,0.002575
77,11481.1,0.64177,0.72109,1.01118,0.86236,0.77197,0.83544,0.72407,0.52722,0.485,0.98775,0.002476,0.002476,0.002476
78,11606.1,0.63702,0.71872,1.01207,0.86211,0.77351,0.83549,0.72441,0.52648,0.48407,0.98731,0.002377,0.002377,0.002377
79,11744.3,0.63657,0.71386,1.00937,0.86366,0.77262,0.83553,0.72508,0.52618,0.48294,0.98708,0.002278,0.002278,0.002278
80,11869.3,0.63796,0.7128,1.01011,0.86257,0.77371,0.83572,0.72545,0.52566,0.48215,0.98684,0.002179,0.002179,0.002179
81,12052.6,0.63364,0.70826,1.0088,0.86306,0.77368,0.83593,0.7259,0.5252,0.48084,0.98666,0.00208,0.00208,0.00208
82,12274.6,0.63374,0.69986,1.00821,0.86587,0.77334,0.8362,0.72624,0.52475,0.47996,0.98645,0.001981,0.001981,0.001981
83,12478.4,0.62687,0.69761,1.00479,0.86508,0.77355,0.8364,0.72656,0.52392,0.47895,0.98605,0.001882,0.001882,0.001882
84,12626,0.62925,0.69975,1.00688,0.86469,0.77453,0.83658,0.72723,0.52323,0.47803,0.98564,0.001783,0.001783,0.001783
85,12767.8,0.62282,0.6909,1.00617,0.86475,0.77497,0.83705,0.72758,0.52278,0.4771,0.98538,0.001684,0.001684,0.001684
86,12913.5,0.62591,0.68652,1.00774,0.86627,0.77466,0.83745,0.72818,0.52191,0.47559,0.98488,0.001585,0.001585,0.001585
87,13034,0.62128,0.68437,1.00508,0.86605,0.77506,0.83808,0.72903,0.52125,0.47459,0.98445,0.001486,0.001486,0.001486
88,13157.8,0.62344,0.68654,1.00684,0.8664,0.77477,0.83786,0.72931,0.52071,0.47359,0.98409,0.001387,0.001387,0.001387
89,13278.3,0.61813,0.67778,1.0055,0.86628,0.77543,0.83829,0.72953,0.52003,0.4724,0.98377,0.001288,0.001288,0.001288
90,13409.9,0.62116,0.67446,1.00462,0.86615,0.77598,0.8388,0.73026,0.51971,0.4713,0.98364,0.001189,0.001189,0.001189
91,13558.4,0.49944,0.50584,0.95406,0.86672,0.776,0.83941,0.73102,0.51882,0.47039,0.98317,0.00109,0.00109,0.00109
92,13675.2,0.48778,0.48545,0.94727,0.86676,0.77653,0.83954,0.7317,0.51783,0.46922,0.9827,0.000991,0.000991,0.000991
93,13793.7,0.48217,0.47998,0.94804,0.86664,0.77725,0.84018,0.73248,0.5166,0.46716,0.9821,0.000892,0.000892,0.000892
94,13908.5,0.47722,0.46986,0.94826,0.86698,0.77784,0.84054,0.7332,0.51573,0.4657,0.98163,0.000793,0.000793,0.000793
95,14024.5,0.47548,0.46295,0.94277,0.86758,0.77763,0.84163,0.73446,0.51486,0.46408,0.98123,0.000694,0.000694,0.000694
96,14149.1,0.4717,0.45786,0.94379,0.86763,0.77905,0.84196,0.7348,0.51369,0.46269,0.98068,0.000595,0.000595,0.000595
97,14265.8,0.46891,0.45296,0.93928,0.86773,0.77834,0.84254,0.7358,0.51242,0.46108,0.98007,0.000496,0.000496,0.000496
98,14375.7,0.46309,0.44144,0.93982,0.86766,0.77715,0.84294,0.7364,0.5114,0.45977,0.9796,0.000397,0.000397,0.000397
99,14493.5,0.46366,0.44443,0.93954,0.868,0.77745,0.84372,0.73693,0.51027,0.45796,0.97894,0.000298,0.000298,0.000298
100,14608.1,0.46052,0.43977,0.94042,0.86819,0.77901,0.84445,0.73794,0.50898,0.45636,0.97831,0.000199,0.000199,0.000199
