epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
15,1270.27,0.75781,0.96685,1.06111,0.77009,0.41437,0.4996,0.40883,0.67078,1.02439,1.04231,0.000803031,0.000803031,0.000803031
16,1382.64,0.74071,0.9583,1.05323,0.67004,0.44335,0.46336,0.3669,0.69624,1.11906,1.06382,0.000781033,0.000781033,0.000781033
17,1492.41,0.73511,0.96023,1.05577,0.71965,0.48455,0.51463,0.41538,0.6697,1.13434,1.0559,0.000759035,0.000759035,0.000759035
18,1612.69,0.72649,0.94349,1.05401,0.79543,0.44864,0.51496,0.41712,0.65661,0.96992,1.06048,0.000737037,0.000737037,0.000737037
19,1729.62,0.73263,0.93489,1.05255,0.79993,0.4701,0.5285,0.42329,0.70654,0.96307,1.06203,0.00071504,0.00071504,0.00071504
20,1847.84,0.73222,0.93662,1.05198,0.73843,0.47873,0.51744,0.42269,0.63567,1.0218,1.04696,0.000693042,0.000693042,0.000693042
21,1972.86,0.71794,0.93174,1.04652,0.75496,0.48515,0.53469,0.43577,0.62897,0.9278,1.0434,0.000671044,0.000671044,0.000671044
22,2089.72,0.72058,0.91253,1.04634,0.73087,0.51635,0.54452,0.44839,0.63487,0.91109,1.03838,0.000649046,0.000649046,0.000649046
23,2212.87,0.71549,0.90774,1.04136,0.72282,0.49786,0.52675,0.43316,0.63107,1.04382,1.04247,0.000627048,0.000627048,0.000627048
24,2342.51,0.71411,0.90319,1.04596,0.78738,0.47347,0.53369,0.44195,0.6019,0.88102,1.02718,0.000605051,0.000605051,0.000605051
25,2464.34,0.69114,0.89213,1.03685,0.80077,0.46374,0.54062,0.44176,0.62462,0.88042,1.03244,0.000583053,0.000583053,0.000583053
26,2576.94,0.69979,0.88282,1.0394,0.79215,0.48925,0.54836,0.4537,0.59816,0.84075,1.02073,0.000561055,0.000561055,0.000561055
27,2690.16,0.69035,0.88594,1.0365,0.78416,0.48835,0.55524,0.46002,0.61413,0.91459,1.03229,0.000539057,0.000539057,0.000539057
28,2814.19,0.69147,0.8667,1.03505,0.76901,0.49426,0.55575,0.4597,0.5979,0.93145,1.02538,0.000517059,0.000517059,0.000517059
29,2946.06,0.6904,0.88091,1.03831,0.79689,0.50352,0.56031,0.46771,0.60016,0.87717,1.02754,0.000495062,0.000495062,0.000495062
30,3150.27,0.68258,0.86516,1.03096,0.77819,0.52151,0.56136,0.46765,0.58969,0.84714,1.02025,0.000473064,0.000473064,0.000473064
31,3271.84,0.6819,0.86986,1.03368,0.76494,0.50623,0.56473,0.46675,0.58773,0.82919,1.02053,0.000451066,0.000451066,0.000451066
32,3396.04,0.67547,0.85285,1.03277,0.80061,0.46756,0.56529,0.47304,0.58255,0.86462,1.01914,0.000429068,0.000429068,0.000429068
33,3523.07,0.66789,0.8454,1.02874,0.75053,0.50469,0.56081,0.46819,0.58281,0.87266,1.01655,0.00040707,0.00040707,0.00040707
34,3661.41,0.6693,0.84381,1.02936,0.85173,0.47824,0.57977,0.48617,0.58612,0.8269,1.02452,0.000385073,0.000385073,0.000385073
35,3820.71,0.66292,0.83337,1.02657,0.80014,0.50966,0.57917,0.48634,0.57629,0.77193,1.01169,0.000363075,0.000363075,0.000363075
36,3934.91,0.65844,0.82907,1.02284,0.79484,0.52788,0.5946,0.49932,0.5702,0.78997,1.00785,0.000341077,0.000341077,0.000341077
37,4046.03,0.6525,0.81556,1.02137,0.75063,0.5475,0.57838,0.48809,0.56841,0.78627,1.01227,0.000319079,0.000319079,0.000319079
38,4148.46,0.65476,0.806,1.02409,0.82016,0.49998,0.59447,0.49944,0.56312,0.8262,1.0068,0.000297081,0.000297081,0.000297081
39,4256.57,0.6566,0.8131,1.0233,0.78052,0.54264,0.60369,0.5094,0.55755,0.74949,1.00362,0.000275084,0.000275084,0.000275084
40,4359.28,0.65275,0.80559,1.02372,0.80189,0.52798,0.60048,0.50625,0.55983,0.73697,1.00965,0.000253086,0.000253086,0.000253086
41,4472.35,0.51989,0.67778,0.97137,0.77514,0.56848,0.60918,0.51618,0.55118,0.74066,1.00492,0.000231088,0.000231088,0.000231088
42,4576.34,0.50191,0.63742,0.95921,0.78343,0.54985,0.61859,0.52818,0.53562,0.7068,0.99372,0.00020909,0.00020909,0.00020909
43,4692.78,0.49418,0.62313,0.95775,0.81578,0.53269,0.61573,0.52996,0.53053,0.70015,0.9962,0.000187092,0.000187092,0.000187092
44,4796.16,0.48682,0.60754,0.95,0.83884,0.52789,0.62658,0.54143,0.53309,0.69354,0.99588,0.000165095,0.000165095,0.000165095
45,4915.04,0.47775,0.59405,0.94917,0.79983,0.56501,0.63399,0.54929,0.5234,0.67766,0.98913,0.000143097,0.000143097,0.000143097
46,5038.21,0.47616,0.58223,0.9508,0.84743,0.54264,0.63884,0.55667,0.52023,0.65416,0.99135,0.000121099,0.000121099,0.000121099
47,5164.06,0.46678,0.57499,0.94219,0.83477,0.54507,0.63926,0.55379,0.5138,0.65102,0.98653,9.91012e-05,9.91012e-05,9.91012e-05
48,5292.66,0.46169,0.5569,0.94333,0.8396,0.5502,0.62822,0.54341,0.52129,0.63697,0.98775,7.71034e-05,7.71034e-05,7.71034e-05
49,5425.2,0.46059,0.55233,0.94365,0.85216,0.55249,0.64371,0.55903,0.5185,0.63494,0.98748,5.51056e-05,5.51056e-05,5.51056e-05
50,5558.98,0.45508,0.55355,0.94306,0.83875,0.55777,0.64261,0.55956,0.51435,0.63363,0.98462,3.31078e-05,3.31078e-05,3.31078e-05
